Calories,Gender,Age,Duration,Heart_Rate,Body_Temp
62.0,0,75,12.0,90.0,40.1
32.0,0,30,7.0,91.0,39.5
68.0,0,67,13.0,90.0,40.3
140.0,0,61,21.0,106.0,40.4
155.0,1,38,22.0,109.0,40.7
62.0,0,28,13.0,94.0,39.8
76.0,1,20,16.0,102.0,40.0
38.0,0,30,9.0,89.0,39.8
68.0,0,63,13.0,92.0,40.1
167.0,0,59,23.0,113.0,40.5
87.0,0,26,17.0,97.0,40.2
78.0,0,36,18.0,89.0,40.2
10.0,0,36,3.0,78.0,38.3
29.0,0,58,6.0,90.0,39.1
206.0,1,64,23.0,111.0,40.7
67.0,1,20,15.0,101.0,40.2
74.0,1,20,15.0,102.0,40.2
99.0,1,40,20.0,97.0,40.5
54.0,0,71,10.0,93.0,39.9
11.0,1,22,5.0,83.0,38.8
28.0,0,70,6.0,88.0,38.7
28.0,0,23,8.0,83.0,39.9
44.0,1,74,9.0,85.0,39.8
66.0,1,62,14.0,90.0,40.2
186.0,0,24,28.0,110.0,40.4
10.0,1,55,3.0,80.0,38.6
152.0,1,64,26.0,94.0,40.9
33.0,1,46,6.0,95.0,39.4
162.0,0,25,25.0,108.0,40.5
2.0,0,32,1.0,68.0,38.2
60.0,0,52,11.0,96.0,40.1
194.0,0,42,29.0,109.0,40.9
112.0,0,63,19.0,98.0,40.2
55.0,1,76,8.0,95.0,39.4
21.0,1,45,5.0,89.0,39.4
46.0,0,66,9.0,92.0,39.9
149.0,1,58,22.0,99.0,40.4
98.0,0,45,17.0,100.0,40.4
144.0,0,31,26.0,100.0,40.7
103.0,0,70,17.0,101.0,40.3
95.0,0,36,18.0,98.0,40.2
29.0,1,22,11.0,86.0,40.0
51.0,0,21,11.0,93.0,39.7
109.0,0,46,18.0,102.0,40.1
172.0,0,52,28.0,103.0,40.5
51.0,1,50,12.0,88.0,39.4
24.0,1,31,9.0,83.0,39.9
24.0,0,35,6.0,85.0,39.1
221.0,0,73,29.0,115.0,40.9
117.0,1,21,25.0,100.0,41.0
66.0,0,58,11.0,100.0,39.9
194.0,0,46,30.0,106.0,40.9
22.0,0,24,5.0,89.0,39.4
88.0,0,32,17.0,97.0,40.5
75.0,1,26,17.0,96.0,40.4
73.0,0,66,13.0,96.0,40.3
181.0,1,46,23.0,111.0,40.5
30.0,1,22,12.0,85.0,40.1
206.0,0,53,27.0,117.0,40.8
180.0,1,22,28.0,111.0,40.7
84.0,1,64,11.0,102.0,39.6
32.0,1,27,8.0,93.0,39.9
185.0,0,45,27.0,110.0,40.6
225.0,1,65,29.0,105.0,41.0
158.0,1,56,23.0,102.0,40.5
109.0,1,48,17.0,102.0,40.4
49.0,1,35,13.0,90.0,40.0
117.0,1,36,20.0,101.0,40.8
34.0,0,42,7.0,90.0,39.6
77.0,0,76,16.0,90.0,40.5
80.0,0,76,14.0,95.0,39.9
42.0,1,30,9.0,96.0,39.5
59.0,0,39,12.0,91.0,39.9
53.0,1,74,8.0,94.0,39.5
114.0,0,46,20.0,99.0,40.4
24.0,0,20,7.0,83.0,39.3
17.0,0,27,4.0,86.0,39.1
216.0,1,39,26.0,117.0,41.0
118.0,1,21,25.0,102.0,40.5
28.0,0,27,7.0,85.0,39.2
30.0,0,38,7.0,87.0,39.5
53.0,1,43,14.0,88.0,40.2
127.0,0,20,21.0,107.0,40.7
74.0,1,25,17.0,96.0,40.1
21.0,0,34,6.0,81.0,39.0
112.0,1,50,20.0,94.0,40.8
6.0,1,35,2.0,82.0,38.5
171.0,1,21,30.0,106.0,40.7
150.0,0,44,24.0,105.0,40.7
142.0,0,36,23.0,107.0,40.8
182.0,1,71,22.0,107.0,40.5
22.0,0,42,6.0,81.0,39.4
123.0,1,32,26.0,97.0,40.5
75.0,0,54,14.0,96.0,39.6
79.0,1,52,15.0,93.0,40.1
11.0,0,21,3.0,85.0,38.6
82.0,1,49,14.0,100.0,40.0
48.0,1,20,14.0,92.0,40.2
25.0,0,76,5.0,88.0,39.2
193.0,0,63,28.0,107.0,40.7
19.0,0,43,5.0,83.0,39.2
100.0,0,75,17.0,97.0,40.7
91.0,1,53,18.0,93.0,40.5
181.0,1,43,27.0,104.0,41.0
107.0,1,20,20.0,103.0,40.6
17.0,0,56,4.0,83.0,38.7
124.0,0,47,21.0,101.0,40.6
82.0,0,73,16.0,91.0,40.0
71.0,0,56,15.0,90.0,40.3
140.0,1,71,19.0,99.0,40.3
46.0,1,55,9.0,91.0,39.6
139.0,1,53,19.0,105.0,40.3
182.0,1,69,22.0,107.0,40.5
175.0,0,49,30.0,100.0,41.2
45.0,0,22,11.0,89.0,40.2
98.0,0,23,20.0,96.0,40.3
27.0,0,53,6.0,89.0,39.5
144.0,1,49,21.0,102.0,40.7
112.0,1,46,19.0,100.0,40.5
32.0,1,24,10.0,89.0,40.0
113.0,0,53,19.0,102.0,40.3
27.0,0,48,6.0,89.0,39.4
73.0,1,45,14.0,95.0,39.8
29.0,0,29,7.0,87.0,38.9
137.0,0,48,21.0,105.0,40.6
21.0,0,68,4.0,91.0,38.9
113.0,0,25,21.0,98.0,40.3
185.0,0,34,26.0,115.0,40.8
3.0,1,46,1.0,80.0,37.6
112.0,1,29,25.0,97.0,40.5
109.0,0,37,19.0,100.0,40.7
52.0,1,48,11.0,91.0,39.6
42.0,1,36,12.0,86.0,40.0
62.0,0,54,12.0,94.0,40.1
28.0,1,28,6.0,94.0,39.5
17.0,1,40,4.0,86.0,39.1
40.0,0,31,10.0,87.0,39.3
82.0,1,29,20.0,92.0,40.6
79.0,0,76,14.0,93.0,40.0
137.0,0,31,26.0,98.0,40.6
4.0,0,21,1.0,84.0,38.0
40.0,1,32,12.0,88.0,39.7
47.0,1,25,14.0,87.0,39.9
62.0,0,71,11.0,94.0,40.0
24.0,0,68,5.0,87.0,39.4
25.0,1,59,5.0,90.0,39.2
197.0,1,46,29.0,105.0,40.8
27.0,0,23,7.0,85.0,39.7
49.0,1,25,12.0,92.0,39.8
6.0,0,38,2.0,78.0,38.5
90.0,1,24,18.0,99.0,40.5
90.0,0,67,15.0,99.0,40.4
4.0,0,20,1.0,84.0,37.9
179.0,0,53,27.0,105.0,41.0
134.0,0,54,22.0,102.0,40.6
137.0,0,54,22.0,103.0,40.5
87.0,0,50,14.0,103.0,40.2
21.0,0,22,6.0,83.0,38.9
196.0,1,33,25.0,112.0,40.7
136.0,1,52,23.0,99.0,40.4
122.0,0,48,21.0,100.0,40.5
218.0,0,48,29.0,115.0,40.8
64.0,1,78,10.0,93.0,40.0
106.0,1,46,20.0,95.0,40.5
86.0,0,77,15.0,96.0,40.3
3.0,0,34,1.0,80.0,37.4
10.0,0,42,3.0,78.0,38.6
104.0,0,42,18.0,99.0,40.5
77.0,0,28,16.0,94.0,40.0
201.0,0,77,29.0,106.0,40.9
156.0,1,36,24.0,105.0,40.8
68.0,1,26,15.0,96.0,40.2
245.0,1,74,27.0,110.0,41.1
13.0,0,25,3.0,90.0,38.6
84.0,0,41,17.0,92.0,40.5
143.0,1,56,19.0,107.0,40.5
161.0,0,55,25.0,105.0,40.5
12.0,1,70,3.0,80.0,38.7
49.0,0,29,13.0,82.0,39.7
192.0,0,66,26.0,111.0,40.7
108.0,1,49,21.0,94.0,40.6
56.0,0,61,11.0,90.0,39.3
58.0,0,35,13.0,91.0,40.1
123.0,0,67,19.0,102.0,40.5
18.0,1,49,4.0,88.0,39.1
114.0,1,36,20.0,103.0,40.3
148.0,0,75,21.0,107.0,40.6
61.0,0,36,13.0,92.0,40.3
31.0,0,60,7.0,84.0,39.7
111.0,1,39,22.0,94.0,40.7
26.0,0,20,6.0,89.0,39.2
66.0,0,48,14.0,91.0,40.2
160.0,0,57,26.0,103.0,40.3
59.0,0,32,15.0,86.0,40.3
41.0,0,63,8.0,90.0,39.4
95.0,0,79,16.0,96.0,40.2
32.0,0,29,8.0,87.0,39.7
40.0,0,55,9.0,89.0,39.3
82.0,1,31,19.0,95.0,40.6
133.0,0,23,24.0,102.0,40.6
99.0,0,49,17.0,101.0,40.5
20.0,1,41,8.0,80.0,39.7
221.0,0,37,30.0,115.0,40.9
137.0,0,26,24.0,104.0,40.5
175.0,1,50,25.0,107.0,40.9
4.0,1,20,2.0,84.0,38.3
40.0,0,77,9.0,84.0,39.8
90.0,1,21,19.0,98.0,40.3
110.0,0,22,20.0,103.0,40.4
3.0,1,46,1.0,79.0,37.8
15.0,0,29,4.0,86.0,38.8
132.0,0,33,21.0,107.0,40.8
40.0,0,28,9.0,90.0,39.5
15.0,1,27,6.0,84.0,39.3
94.0,1,54,15.0,99.0,40.2
15.0,1,46,6.0,79.0,39.1
131.0,0,33,23.0,101.0,40.8
168.0,0,34,27.0,106.0,41.1
54.0,0,24,11.0,95.0,40.0
55.0,1,38,12.0,95.0,40.1
166.0,0,69,24.0,107.0,41.0
20.0,1,38,6.0,86.0,39.4
110.0,1,68,16.0,98.0,40.3
78.0,0,52,16.0,92.0,40.3
45.0,1,29,11.0,92.0,39.7
146.0,1,27,24.0,105.0,40.0
24.0,0,26,6.0,87.0,39.3
188.0,1,22,28.0,113.0,40.7
26.0,1,27,9.0,86.0,39.6
55.0,0,28,13.0,88.0,40.0
42.0,0,73,9.0,84.0,39.7
123.0,1,70,17.0,99.0,40.2
28.0,1,52,6.0,89.0,39.2
23.0,1,29,8.0,86.0,39.5
25.0,1,33,6.0,91.0,39.1
110.0,0,39,17.0,107.0,40.2
53.0,0,61,10.0,93.0,39.9
48.0,0,23,10.0,95.0,39.8
55.0,1,71,9.0,92.0,39.7
37.0,0,67,8.0,86.0,39.3
48.0,0,54,10.0,91.0,39.7
3.0,0,26,1.0,80.0,37.5
133.0,0,39,26.0,94.0,40.7
169.0,0,71,23.0,110.0,41.0
141.0,0,78,20.0,107.0,40.6
216.0,1,78,28.0,103.0,41.0
92.0,1,49,17.0,93.0,40.4
96.0,1,38,20.0,98.0,40.3
73.0,0,65,13.0,96.0,40.2
61.0,0,55,11.0,97.0,40.1
14.0,1,33,7.0,76.0,39.8
18.0,1,38,5.0,88.0,39.0
72.0,1,53,14.0,94.0,40.0
137.0,0,26,24.0,104.0,40.6
50.0,1,27,13.0,89.0,40.1
2.0,1,21,3.0,73.0,38.7
27.0,1,30,6.0,92.0,39.2
197.0,1,79,24.0,104.0,40.6
9.0,1,20,3.0,89.0,38.4
83.0,0,49,15.0,98.0,39.9
98.0,1,71,18.0,89.0,40.4
57.0,0,71,11.0,92.0,39.4
72.0,0,24,14.0,98.0,40.3
214.0,1,37,25.0,119.0,41.0
7.0,1,32,3.0,79.0,38.5
87.0,1,47,17.0,92.0,40.4
200.0,0,30,29.0,111.0,40.8
28.0,0,78,6.0,86.0,39.2
67.0,1,37,13.0,97.0,39.8
147.0,0,36,24.0,105.0,40.8
104.0,1,49,21.0,92.0,40.4
164.0,0,22,26.0,109.0,40.6
59.0,0,50,12.0,91.0,40.4
72.0,0,31,16.0,90.0,40.5
138.0,0,76,23.0,95.0,40.7
52.0,0,50,12.0,85.0,39.9
99.0,0,26,19.0,97.0,40.6
134.0,1,30,24.0,103.0,40.6
180.0,1,25,24.0,116.0,40.5
37.0,0,26,9.0,88.0,39.8
12.0,1,25,3.0,91.0,38.8
78.0,0,61,14.0,96.0,40.2
207.0,1,67,26.0,106.0,41.0
13.0,1,55,3.0,89.0,38.6
180.0,0,26,26.0,113.0,40.9
83.0,0,34,17.0,93.0,40.3
40.0,0,33,8.0,95.0,39.5
3.0,0,21,1.0,79.0,37.5
56.0,0,62,10.0,97.0,39.6
83.0,0,46,14.0,101.0,40.2
114.0,0,67,18.0,103.0,40.7
36.0,0,24,8.0,90.0,39.4
137.0,0,79,22.0,98.0,40.7
40.0,0,63,8.0,90.0,39.3
37.0,1,52,7.0,91.0,39.4
10.0,0,42,3.0,79.0,38.6
181.0,0,59,25.0,112.0,40.6
48.0,0,71,9.0,90.0,39.7
13.0,0,31,4.0,79.0,38.7
12.0,0,44,3.0,85.0,38.7
70.0,0,20,16.0,92.0,40.4
29.0,1,28,10.0,85.0,39.9
88.0,0,48,17.0,93.0,40.4
31.0,1,20,13.0,84.0,40.3
144.0,0,35,26.0,101.0,40.8
27.0,0,62,7.0,80.0,39.4
65.0,0,35,15.0,89.0,40.2
13.0,1,37,4.0,84.0,38.7
170.0,1,23,27.0,109.0,40.7
41.0,1,49,11.0,86.0,40.1
145.0,0,63,22.0,105.0,40.7
5.0,1,23,3.0,79.0,38.6
39.0,0,36,8.0,95.0,39.7
147.0,1,21,25.0,108.0,40.9
102.0,0,56,17.0,99.0,40.0
13.0,1,23,6.0,83.0,39.5
181.0,1,59,27.0,100.0,40.6
173.0,0,53,28.0,104.0,40.8
53.0,1,46,13.0,88.0,40.2
45.0,0,40,10.0,89.0,40.0
63.0,0,44,15.0,90.0,40.3
108.0,1,35,22.0,98.0,40.9
43.0,1,59,9.0,86.0,39.7
27.0,1,77,6.0,80.0,39.2
149.0,0,74,23.0,102.0,40.8
81.0,1,42,16.0,97.0,40.3
11.0,0,34,3.0,82.0,38.8
90.0,0,51,17.0,95.0,40.2
203.0,0,41,29.0,111.0,40.9
110.0,0,38,19.0,100.0,40.4
32.0,0,28,8.0,87.0,39.2
98.0,1,51,18.0,96.0,40.5
13.0,1,24,5.0,86.0,39.1
192.0,1,75,24.0,103.0,40.6
4.0,0,29,1.0,84.0,38.0
92.0,0,55,15.0,101.0,40.1
173.0,0,25,30.0,103.0,40.8
129.0,0,70,22.0,97.0,40.4
24.0,0,30,6.0,86.0,39.0
55.0,1,55,10.0,91.0,40.0
158.0,1,20,28.0,107.0,40.9
152.0,0,25,28.0,101.0,41.2
81.0,0,39,16.0,94.0,40.4
28.0,1,39,9.0,83.0,39.8
3.0,1,29,2.0,77.0,37.9
76.0,0,26,15.0,96.0,40.1
7.0,0,37,2.0,79.0,38.3
131.0,0,30,25.0,98.0,40.6
165.0,0,21,28.0,105.0,40.4
189.0,1,48,27.0,106.0,41.1
11.0,1,37,5.0,79.0,39.6
135.0,0,22,22.0,106.0,40.5
134.0,1,45,27.0,94.0,40.9
21.0,0,70,5.0,81.0,39.1
198.0,0,65,30.0,105.0,40.8
102.0,1,25,20.0,102.0,40.2
118.0,0,56,20.0,102.0,40.8
70.0,0,39,15.0,93.0,40.1
42.0,0,66,10.0,81.0,39.9
91.0,0,33,17.0,99.0,40.0
131.0,1,62,20.0,99.0,40.3
170.0,1,35,25.0,109.0,40.9
11.0,1,52,3.0,80.0,38.6
20.0,1,78,4.0,84.0,38.7
31.0,1,72,7.0,82.0,39.2
87.0,1,27,17.0,102.0,40.2
112.0,0,44,21.0,97.0,40.3
12.0,0,30,3.0,86.0,38.9
65.0,0,64,14.0,87.0,40.3
93.0,0,30,18.0,97.0,39.9
62.0,0,53,12.0,93.0,40.0
196.0,1,54,26.0,109.0,41.2
21.0,0,51,5.0,83.0,38.9
36.0,0,23,8.0,91.0,39.9
37.0,1,45,10.0,84.0,39.7
35.0,0,64,7.0,89.0,39.4
193.0,0,61,25.0,117.0,40.6
21.0,0,54,5.0,82.0,39.0
33.0,0,20,8.0,88.0,39.9
36.0,0,52,7.0,93.0,39.1
172.0,0,36,27.0,108.0,40.8
189.0,1,45,24.0,114.0,40.6
183.0,1,52,26.0,106.0,41.0
20.0,0,67,5.0,79.0,38.9
43.0,0,33,10.0,91.0,39.7
61.0,1,35,12.0,94.0,40.1
96.0,1,37,18.0,97.0,40.4
68.0,0,78,12.0,94.0,39.9
18.0,0,25,4.0,92.0,39.0
91.0,0,58,16.0,96.0,40.5
48.0,1,23,17.0,87.0,40.4
7.0,1,63,2.0,74.0,38.5
108.0,1,56,19.0,95.0,40.4
130.0,1,50,23.0,96.0,40.4
8.0,0,32,2.0,87.0,38.3
46.0,0,28,11.0,87.0,40.2
158.0,0,20,28.0,102.0,41.0
12.0,1,20,6.0,82.0,39.4
66.0,0,73,11.0,98.0,40.2
19.0,1,37,5.0,88.0,38.9
161.0,0,59,26.0,101.0,40.6
112.0,0,54,21.0,95.0,40.7
109.0,0,27,19.0,103.0,40.3
87.0,1,51,14.0,102.0,40.5
77.0,1,28,15.0,100.0,40.3
161.0,0,70,27.0,98.0,41.0
9.0,1,20,3.0,89.0,38.7
78.0,0,71,14.0,94.0,40.4
47.0,1,24,12.0,94.0,40.1
41.0,0,36,9.0,90.0,39.8
123.0,0,33,21.0,104.0,40.6
51.0,0,30,10.0,95.0,39.7
11.0,0,23,4.0,77.0,39.0
100.0,0,38,20.0,94.0,40.3
28.0,1,29,6.0,95.0,39.3
145.0,0,36,23.0,108.0,40.8
253.0,1,74,28.0,112.0,40.9
147.0,0,66,25.0,99.0,41.0
30.0,0,37,6.0,93.0,39.3
158.0,0,66,23.0,106.0,40.8
139.0,1,51,24.0,96.0,40.7
22.0,0,40,5.0,89.0,39.0
101.0,0,26,19.0,98.0,40.1
19.0,0,29,5.0,86.0,39.1
6.0,0,25,2.0,78.0,38.4
89.0,0,28,19.0,93.0,40.4
61.0,1,51,12.0,92.0,40.2
63.0,1,31,14.0,94.0,40.1
12.0,0,36,4.0,77.0,39.1
189.0,1,65,23.0,108.0,40.7
61.0,0,74,13.0,87.0,40.1
71.0,0,36,13.0,98.0,40.3
35.0,0,21,9.0,86.0,39.9
194.0,0,42,30.0,108.0,41.0
180.0,1,41,23.0,113.0,40.4
8.0,0,29,2.0,84.0,38.3
151.0,1,24,28.0,104.0,40.7
110.0,0,41,20.0,98.0,40.6
33.0,1,44,8.0,88.0,39.5
31.0,1,66,7.0,81.0,39.3
14.0,0,74,3.0,84.0,39.2
210.0,1,54,27.0,106.0,40.9
9.0,1,20,4.0,85.0,38.6
241.0,1,56,28.0,112.0,40.9
17.0,0,64,4.0,83.0,38.7
81.0,0,31,17.0,91.0,40.5
15.0,0,29,5.0,77.0,39.2
67.0,0,28,14.0,93.0,40.2
100.0,1,29,19.0,101.0,40.4
31.0,0,56,7.0,87.0,39.3
123.0,1,78,17.0,97.0,40.3
207.0,0,35,29.0,114.0,40.8
12.0,0,60,3.0,82.0,38.1
165.0,0,23,25.0,112.0,40.5
143.0,1,25,25.0,105.0,40.7
25.0,0,54,6.0,84.0,39.2
91.0,0,32,18.0,96.0,40.5
228.0,1,52,29.0,111.0,40.9
68.0,0,42,14.0,91.0,40.6
102.0,1,38,15.0,108.0,40.3
152.0,0,53,24.0,103.0,40.6
110.0,0,43,19.0,101.0,40.3
88.0,0,25,20.0,93.0,40.8
132.0,1,64,18.0,102.0,40.2
56.0,0,46,11.0,93.0,39.9
121.0,0,21,21.0,105.0,39.9
214.0,1,65,26.0,107.0,40.8
85.0,1,23,24.0,93.0,40.6
11.0,1,37,3.0,88.0,38.6
35.0,0,31,9.0,84.0,39.8
95.0,0,38,17.0,98.0,40.1
75.0,1,58,14.0,93.0,40.1
88.0,1,53,15.0,98.0,40.0
240.0,1,71,25.0,111.0,40.6
69.0,0,26,14.0,95.0,39.9
67.0,1,48,14.0,93.0,40.2
13.0,0,56,3.0,84.0,38.7
184.0,0,35,29.0,108.0,40.4
47.0,1,43,12.0,89.0,39.9
29.0,1,28,10.0,84.0,39.6
60.0,1,35,10.0,102.0,40.2
71.0,1,35,13.0,99.0,40.3
240.0,1,76,25.0,110.0,40.8
10.0,1,39,3.0,84.0,38.6
88.0,1,29,18.0,99.0,40.7
47.0,1,26,13.0,89.0,40.3
223.0,1,22,28.0,120.0,40.9
12.0,1,46,3.0,85.0,38.7
60.0,1,34,14.0,93.0,40.2
10.0,1,25,4.0,85.0,38.9
125.0,0,32,21.0,104.0,40.5
157.0,0,27,29.0,99.0,40.9
31.0,1,22,10.0,89.0,39.9
98.0,0,45,16.0,103.0,40.3
127.0,1,21,20.0,110.0,40.3
149.0,1,21,26.0,106.0,40.7
152.0,0,24,24.0,109.0,40.7
61.0,1,20,16.0,95.0,40.2
206.0,0,59,29.0,111.0,41.0
79.0,1,29,18.0,96.0,40.6
24.0,1,32,8.0,84.0,39.3
76.0,0,73,15.0,91.0,40.0
33.0,0,47,8.0,86.0,39.4
192.0,0,39,29.0,110.0,41.1
269.0,1,71,29.0,113.0,40.6
3.0,1,22,2.0,79.0,38.4
104.0,1,47,16.0,103.0,40.2
17.0,1,25,7.0,84.0,39.5
198.0,1,65,29.0,102.0,40.8
241.0,1,69,27.0,112.0,41.0
188.0,1,30,28.0,110.0,40.6
11.0,0,54,3.0,80.0,38.8
220.0,0,67,28.0,115.0,40.8
11.0,0,30,3.0,83.0,38.6
32.0,1,69,6.0,88.0,39.4
94.0,0,34,17.0,100.0,40.5
151.0,0,47,25.0,103.0,40.5
147.0,0,25,29.0,97.0,40.8
65.0,1,49,13.0,95.0,40.3
179.0,0,22,29.0,106.0,40.9
198.0,0,36,28.0,113.0,41.0
156.0,1,30,26.0,102.0,40.5
21.0,0,20,6.0,82.0,39.1
102.0,1,75,15.0,97.0,40.2
183.0,1,34,26.0,110.0,40.9
24.0,1,37,7.0,86.0,39.2
103.0,0,29,21.0,94.0,40.8
135.0,0,63,25.0,92.0,41.0
189.0,0,21,29.0,112.0,40.7
124.0,0,23,22.0,103.0,40.5
85.0,0,42,16.0,97.0,40.6
17.0,0,52,4.0,86.0,38.8
100.0,1,27,21.0,97.0,40.6
27.0,1,21,7.0,94.0,39.4
78.0,0,33,15.0,95.0,40.0
25.0,1,56,6.0,83.0,39.2
189.0,1,21,30.0,108.0,41.0
17.0,1,54,4.0,88.0,38.5
185.0,0,31,26.0,115.0,40.7
48.0,0,54,9.0,96.0,39.4
194.0,1,61,25.0,107.0,40.4
36.0,1,48,10.0,85.0,40.1
65.0,0,40,16.0,84.0,40.1
125.0,1,44,21.0,99.0,40.6
52.0,1,35,12.0,95.0,39.8
62.0,0,77,12.0,88.0,40.0
92.0,1,61,17.0,90.0,40.3
42.0,0,30,10.0,87.0,39.9
133.0,0,44,22.0,103.0,40.5
76.0,0,29,13.0,101.0,40.1
118.0,0,24,21.0,103.0,40.3
9.0,1,25,3.0,85.0,38.4
92.0,0,30,15.0,105.0,40.5
132.0,1,78,18.0,96.0,40.7
116.0,0,21,20.0,106.0,40.6
124.0,1,74,17.0,100.0,40.2
174.0,0,55,27.0,106.0,40.8
73.0,1,72,13.0,87.0,39.9
53.0,0,47,10.0,96.0,40.1
49.0,1,28,10.0,96.0,40.1
148.0,0,21,25.0,105.0,40.7
193.0,0,55,30.0,105.0,40.8
59.0,0,20,13.0,94.0,40.1
37.0,1,46,9.0,87.0,40.2
102.0,1,27,21.0,99.0,40.6
117.0,1,25,25.0,97.0,40.9
56.0,1,51,11.0,94.0,40.0
53.0,1,40,14.0,88.0,40.1
80.0,0,24,18.0,92.0,40.4
23.0,0,20,6.0,87.0,39.2
180.0,0,40,27.0,109.0,40.4
152.0,1,28,27.0,102.0,40.8
129.0,0,43,21.0,103.0,40.5
54.0,0,52,10.0,96.0,40.0
182.0,1,38,26.0,110.0,40.6
59.0,1,26,15.0,93.0,40.2
9.0,1,59,2.0,84.0,38.5
39.0,1,31,8.0,95.0,39.6
80.0,1,76,15.0,85.0,40.1
165.0,0,56,25.0,107.0,40.7
127.0,0,26,24.0,99.0,40.9
148.0,0,21,23.0,111.0,40.7
158.0,0,64,25.0,105.0,40.9
4.0,1,59,1.0,81.0,37.4
91.0,1,30,18.0,101.0,40.5
80.0,0,30,18.0,89.0,40.5
23.0,0,69,6.0,82.0,38.8
149.0,0,21,27.0,103.0,40.8
17.0,1,34,6.0,85.0,39.3
229.0,1,78,24.0,110.0,40.8
125.0,0,74,20.0,101.0,40.5
150.0,0,53,25.0,102.0,40.6
23.0,1,44,6.0,87.0,39.3
71.0,0,67,13.0,95.0,40.3
72.0,1,27,17.0,92.0,40.3
107.0,0,41,22.0,93.0,40.9
71.0,0,35,15.0,90.0,40.3
85.0,1,35,18.0,96.0,40.4
201.0,0,57,28.0,113.0,40.7
8.0,1,66,2.0,79.0,37.9
133.0,0,28,25.0,97.0,41.0
105.0,0,79,17.0,99.0,40.3
133.0,0,68,19.0,107.0,40.4
96.0,0,29,23.0,90.0,40.6
26.0,1,48,8.0,80.0,39.6
52.0,0,62,11.0,88.0,39.5
24.0,0,23,6.0,86.0,39.5
116.0,1,26,23.0,100.0,40.7
49.0,0,43,12.0,83.0,39.9
171.0,1,27,27.0,109.0,40.6
65.0,0,45,13.0,95.0,40.0
106.0,1,39,18.0,99.0,40.5
57.0,1,43,14.0,87.0,40.5
45.0,1,29,13.0,91.0,40.3
189.0,1,26,28.0,112.0,40.7
141.0,1,79,17.0,104.0,40.2
148.0,1,61,23.0,98.0,40.8
1.0,1,20,1.0,75.0,37.5
48.0,1,41,15.0,83.0,40.3
41.0,1,38,9.0,94.0,39.6
2.0,1,30,1.0,77.0,38.2
78.0,0,66,14.0,95.0,39.8
46.0,1,37,12.0,87.0,40.0
171.0,1,65,23.0,103.0,40.7
104.0,1,25,19.0,104.0,40.0
120.0,0,55,21.0,98.0,40.6
64.0,0,20,14.0,91.0,40.5
213.0,1,72,24.0,107.0,40.6
150.0,1,47,22.0,103.0,40.9
205.0,1,38,29.0,110.0,40.8
52.0,0,56,11.0,90.0,39.7
46.0,0,41,9.0,93.0,39.7
161.0,0,39,24.0,109.0,40.7
165.0,1,41,25.0,108.0,41.2
60.0,0,70,13.0,85.0,39.9
10.0,0,58,2.0,89.0,38.0
19.0,1,21,7.0,84.0,39.3
78.0,1,52,14.0,97.0,40.4
26.0,1,49,5.0,95.0,39.6
119.0,1,36,19.0,105.0,40.4
31.0,1,45,6.0,95.0,39.1
35.0,0,59,9.0,82.0,40.0
58.0,0,28,13.0,92.0,40.1
136.0,1,36,21.0,107.0,40.5
51.0,1,41,16.0,85.0,40.2
80.0,1,59,14.0,94.0,39.9
42.0,0,63,9.0,88.0,39.5
25.0,0,67,5.0,89.0,39.1
96.0,0,57,19.0,91.0,40.2
17.0,1,39,8.0,79.0,39.8
61.0,0,21,14.0,91.0,39.9
75.0,1,43,15.0,94.0,40.4
105.0,1,69,15.0,99.0,39.9
79.0,0,21,16.0,96.0,40.0
9.0,0,41,3.0,77.0,38.5
31.0,1,21,10.0,89.0,39.5
38.0,0,70,8.0,87.0,39.3
53.0,0,40,11.0,93.0,40.1
234.0,1,54,30.0,110.0,40.7
10.0,1,44,3.0,84.0,38.4
29.0,0,32,7.0,88.0,39.4
18.0,1,42,5.0,88.0,39.2
72.0,1,41,14.0,94.0,40.3
8.0,0,30,2.0,85.0,37.8
237.0,1,37,29.0,116.0,40.6
19.0,1,48,5.0,86.0,39.6
165.0,1,23,27.0,106.0,41.0
56.0,0,51,12.0,87.0,39.9
156.0,1,41,25.0,105.0,41.0
203.0,0,23,29.0,114.0,40.9
10.0,0,57,2.0,90.0,38.0
109.0,0,33,20.0,99.0,40.0
62.0,0,35,13.0,93.0,40.2
121.0,1,65,18.0,97.0,40.4
154.0,1,32,29.0,102.0,40.8
202.0,1,25,29.0,112.0,41.1
169.0,1,38,25.0,109.0,40.4
81.0,0,37,13.0,105.0,40.2
72.0,0,22,15.0,96.0,40.2
31.0,0,33,8.0,84.0,39.4
82.0,1,25,15.0,105.0,40.2
6.0,0,72,2.0,71.0,38.6
162.0,1,26,26.0,106.0,40.9
121.0,0,25,22.0,101.0,40.6
180.0,1,51,24.0,108.0,40.9
58.0,0,32,12.0,93.0,40.1
20.0,0,21,5.0,89.0,39.2
124.0,1,32,24.0,98.0,40.8
186.0,1,48,27.0,104.0,40.6
202.0,1,40,30.0,107.0,40.7
55.0,1,24,13.0,97.0,40.2
56.0,1,42,15.0,86.0,40.2
55.0,1,65,8.0,100.0,39.8
15.0,1,52,4.0,84.0,38.9
93.0,0,34,19.0,96.0,40.6
193.0,1,44,26.0,112.0,40.3
176.0,0,53,28.0,104.0,40.7
210.0,1,72,27.0,104.0,41.2
